PROVINCIA;LOCALITA;TIPOLOGIA;TIPOLOGIA SECONDARIA;STELLE;DENOMINAZIONE;INDIRIZZO;NUMERO CIVICO;INTERNO;CAP;TELEFONO;FAX;EMAIL;SITO WEB;ZONA;ACCESSO AI DISABILI;PISCINA;PISCINA COPERTA;RISTORANTE;PARCHEGGIO;SALA CONFERENZE;ARIA CONDIZIONATA;GIOCHI BIMBI;SAUNA;SOLARIUM;FITNESS;ANIMALI AMMESSI;CENTRO STORICO;ZONA FIERA;LAGO;AEROPORTO;AUTOSTRADA;IMPIANTI RISALITA;STAZIONE FS;MARE;TERMALE;PERIFERIA;COLLINARE;INGLESE;FRANCESE;TEDESCO;SPAGNOLO;CHIUSURA TEMPORANEA;ALTRI SERVIZI;DATA ULTIMA MODIFICA;NUOVA CLASSIFICAZIONE LR11;COMUNE;CATEGORIA;CODICE IDENTIFICATIVO
VENEZIA;SOTTOMARINA;APPARTAMENTO;;;COMETA;Via Veneto;47;piani primo, secondo,terzo,quarto,quinto;30015;041-400524  (041-5533535 elena tiozzo);041-404411;info@cometappartamenti.it;;chioggia;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;14/06/2018;2 Leoni;CHIOGGIA;3;31140
VENEZIA;SOTTOMARINA;APPARTAMENTO;;;APPARTAMENTI ARGENTINA;Via Calliope;6;;30019;041494866 - CELL. 3289382416;;bsimone76@inwind.it;;chioggia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;21/05/2018;2 Leoni;CHIOGGIA;3;31144
VENEZIA;SOTTOMARINA;APPARTAMENTO;;;ALLOGGI SAN MARCO;VIA polluce;2;;30019;041 5542700 - 3496026365-3474180041;041 5542700;;;chioggia;Vero;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;SERVIZIO SPIAGGIA - POSTO MOTO RISERVATO - LAVATRICE A GETTONE;22/11/2016;2 Leoni;CHIOGGIA;3;31145
VENEZIA;ERACLEA MARE;APPARTAMENTO;;;LA  RUSTICA;VIA  DANCALIA;102;P.T. - 101-102-103-104-105-106-107;30020;0415841009;041.688040;espolaor@eracleabeach.it;www.eracleabeach.it;jesolo-eraclea;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;;07/06/2017;3 Leoni;ERACLEA;3;31147
VENEZIA;ERACLEA MARE;APPARTAMENTO;;;ELITE;VIA  DANCALIA;69;1 - 2 - 3 - 4 - 5 - 11;30020;0415841009;;espolaor@eracleabeach.it;;jesolo-eraclea;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;03/04/2017;3 Leoni;ERACLEA;3;31148
VENEZIA;;APPARTAMENTO;;;VILLA LAILA;VIA ITALO SVEVO 6 e via bragadin 8;6 e 8;2 - 16;30016;0421.972267 - 338.9188915;0421.972267;;;jesolo-eraclea;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;04/07/2016;2 Leoni;JESOLO;3;31152
VENEZIA;LIDO DI JESOLO;APPARTAMENTO;;;RESIDENZA FOSCOLO;VIA UGO FOSCOLO;71;piano 1-2-3-4;30016;0421.961084-0421/371298;;info@residencefoscolo.it;;jesolo-eraclea;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;servizio in spiaggia;23/04/2018;2 Leoni;JESOLO;3;31162
VENEZIA;LIDO DI JESOLO;APPARTAMENTO;;;RESIDENZA YORK;VIA LEVANTINA;317;piano 1-2-3;30016;0421.961773;0421.961959;YORK@BENY.IT;www.mjavacanza.it;jesolo-eraclea;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;;06/07/2017;2 Leoni;JESOLO;3;31169
VENEZIA;BIBIONE;APPARTAMENTO;;;VILLAGGIO TIVOLI;Via Lemene;2;2c16-3c16-6c16-7c16/1c17-4c17-5c17-8c17;30028;0431430428;0431437043;;;bibione;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Vero;Falso;Falso;;14/10/2013;;SAN MICHELE AL TAGLIAMENTO;3;31176
VENEZIA;BIBIONE;APPARTAMENTO;;;CONDOMINIO LUSSIN PICCOLO;Via del Procione;32;11A - 10B;30020;0463757290;0431439069;;www.casa-mare.it;bibione;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;;07/07/2017;2 Leoni;SAN MICHELE AL TAGLIAMENTO;3;31181
VENEZIA;BIBIONE;APPARTAMENTO;;;RESIDENZA DELLE TERME;Via delle Colonie;3;15-49-50;30028;0463757290;0431439069;;www.casa-mare.it;bibione;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;;10/07/2017;2 Leoni;SAN MICHELE AL TAGLIAMENTO;3;31182
VENEZIA;BIBIONE;APPARTAMENTO;;;VILLA GRAZIELLA;Via Dei Pianeti;98;piano 1°-2°;30020;043143361;;INFO@HOTELBIANCHIBIBIONE.COM;;bibione;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;;07/05/2018;3 Leoni;SAN MICHELE AL TAGLIAMENTO;3;31185
VENEZIA;BIBIONE;APPARTAMENTO;;;VILLA DANIELA;Via Venere;1;piano 1°-2°-3°;30020;043143361;;INFO@HOTELBIANCHIBIBIONE.COM;;bibione;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;;09/05/2018;3 Leoni;SAN MICHELE AL TAGLIAMENTO;3;31186
VENEZIA;;APPARTAMENTO;;;VENICE APARTMENTS;Cannaregio;3888;piano 1°-2°-3°-4°;30131;041714773;;HOTEL_ARIELSILVA@HOTMAIL.COM;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;24/05/2018;3 Leoni;VENEZIA;3;31220
VENEZIA;;APPARTAMENTO;;;TAGLIAPIETRA 2;Castello;5564;piano 3;30122;0415228118;0415208676;hotelcaneva@virgilio.it;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;16/09/2013;;VENEZIA;3;31234
VENEZIA;;APPARTAMENTO;;;PALAZZETTO DA SCHIO;DORSODURO;316/B;2 - 3;30123;0415225814;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;22/08/2016;2 Leoni;VENEZIA;3;31289
VENEZIA;;APPARTAMENTO;;;SAN FELICE 1;CANNAREGIO;3607/F;PIANO TERRA;30131;328 5379943;;info@locandadelconsole.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;lavatrice a richiesta;28/03/2018;2 Leoni;VENEZIA;3;31395
VENEZIA;;APPARTAMENTO;;;SAN FELICE 2;CANNAREGIO;3607/F;PIANO TERRA;30131;328 5379943;;MANUELA.FOFFANO@TISCALI.IT;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;lavatrice a richiesta;09/05/2018;2 Leoni;VENEZIA;3;31396
VENEZIA;;APPARTAMENTO;;;CADORO GUARDI;CASTELLO;3511/A;PIANO TERRA;30122;0415207123;041 2778380;info@cadoroimmobiliare.it;www.welcomevenice.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;10/04/2017;2 Leoni;VENEZIA;3;31398
VENEZIA;DUNA VERDE;APPARTAMENTO;;;CONDOMINIO ALBATROS;Via Dalmazia;;A/4;30021;0421299121;0421299010;info@agenziaerica.it;www.agenziaerica.it;caorle;Falso;Vero;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;22/01/2013;;CAORLE;3;36232
VENEZIA;LIDO DI JESOLO;APPARTAMENTO;;;APPARTAMENTI DAINESE DEPENDANCE;VIA NAUTILI;1/3;PIANI TERRA - PRIMO - SECONDO;30016;0421 92732;;mariucciadainese@tin.it;;jesolo-eraclea;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;;07/07/2017;3 Leoni;JESOLO;3;44641
VENEZIA;LIDO DI JESOLO;APPARTAMENTO;;;APPARTAMENTI DAINESE;VIA AQUILEIA - VIC. VII;3;PIANI PRIMO E SECONDO;30016;0421 92732;;mariucciadainese@tin.it;;jesolo-eraclea;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;;23/06/2017;3 Leoni;JESOLO;3;44642
VENEZIA;;RESIDENCE;;;AI CARMINI;DORSODURO;2604;;30123;041-0990213;041-0990214;info@suiteinvenice.com;www.suiteinvenice.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;SERVIZIO INTERNET - SOLARIUM;03/04/2017;2 Leoni;VENEZIA;3;44804
VENEZIA;;APPARTAMENTO;;;CA' SAN GIROLAMO;CANNAREGIO;2940/A;PIANO TERRA;30121;081-412620;041-426844;;www.casangirolamo.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;asciugatrice;22/12/2012;;VENEZIA;3;45392
VENEZIA;;AFFITTACAMERE;;;LA PESCHERIA;SAN POLO;1699;;30125;3939356347;;ANDREAMEHANNA@GMAIL.COM;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;08/03/2018;2 Leoni;VENEZIA;3;45492
VENEZIA;MARGHERA;AFFITTACAMERE;;;AFFITTACAMERE NUOVA AURORA;VIA F.LLI BANDIERA;194;;30175;041 5383260;041 5383264;albergonuovaaurora@tiscali.it;www.albergonuovaaurora.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;;06/06/2018;3 Leoni;VENEZIA;3;45684
VENEZIA;LIDO DI JESOLO;APPARTAMENTO;;;CASA ROSSA;VIA BAFILE XI A.M.;7;INT. da 1 a 8 AI PIANI T^ - 1^ - 2^;30016;0421.92071;;;;jesolo-eraclea;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;14/06/2018;2 Leoni;JESOLO;3;46006
VENEZIA;;AFFITTACAMERE;;;CASA ANNIA;VIA MUSIL;28;;30023;0421394420 - 0421277779;0421770144;;;caorle;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;20/10/2016;2 Leoni;CONCORDIA SAGITTARIA;3;46609
VENEZIA;;AFFITTACAMERE;;;MAISON DU CHARME BALBI;SAN MARCO;515;;30100;3283931160;0415237741;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;HI-FI;29/06/2017;3 Leoni;VENEZIA;3;46667
VENEZIA;;AFFITTACAMERE;;;CASA DOLCE;SAN MARCO;515;;30124;0412960833;0415210700;info@casadolcevenezia.com;www.casadolcevenezia.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;25/07/2017;3 Leoni;VENEZIA;3;46668
VENEZIA;BIBIONE;APPARTAMENTO;;;BORGO STELLA MARINA;VIA CORMOR;10;DA NR. 1 A NR. 16;30028;0431 439515;0431 438877;info@agenziasabina.it;;bibione;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;19/04/2018;3 Leoni;SAN MICHELE AL TAGLIAMENTO;3;47009
VENEZIA;;APPARTAMENTO;;;GABBIANO;VIALE DELLE MIMOSE;17;SU DUE SCALE AI PIANI 1^ E 2^ - 8 APPART.;30028;0431 439515;0431 438877;info@agenziasabina.it;;bibione;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;19/04/2018;3 Leoni;SAN MICHELE AL TAGLIAMENTO;3;47010
VENEZIA;BIBIONE;APPARTAMENTO;;;VILLA IRIS;VIA BASELEGHE BOSCO CANORO;11;P.T.;30028;;;;;bibione;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;11/10/2013;;SAN MICHELE AL TAGLIAMENTO;3;47014
VENEZIA;;AFFITTACAMERE;;;SANTA MARGHERITA GUESTHOUSE;DORSODURO;2885;;30123;0412413081;0412413081;info@santamargheritalodgings.com;www.santamargherita-lodgings.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;ARIA CONDIZIONATA NELLE STANZE, FRIGOBAR,CONNESSIONE INTERNET;04/07/2016;2 Leoni;VENEZIA;3;47080
VENEZIA;;APPARTAMENTO;;;APPARTAMENTI EMMA;VIA DANTE ALIGHIERI;14;;30021;042181252;0421211002;info@hotelmontecarlo.com;www.hotelmontecarlocaorle.com;caorle;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;;17/05/2018;4 Leoni;CAORLE;3;47081
VENEZIA;;AFFITTACAMERE;;;PILAR 1;Via delle Batterie;132;;30013;041 966531;;;;cavallino;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;;12/06/2017;2 Leoni;CAVALLINO TREPORTI;3;47167
VENEZIA;;AFFITTACAMERE;;;PILAR 2;Via delle Batterie;132;;30013;041 966531;;;;cavallino;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Vero;Falso;;05/05/2017;2 Leoni;CAVALLINO TREPORTI;3;47168
VENEZIA;;APPARTAMENTO;;;RUBINO 2;CANNAREGIO;1566/D;;30121;;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;20/01/2017;3 Leoni;VENEZIA;3;47209
VENEZIA;BIBIONE;APPARTAMENTO;;;VILLA INES;VIA DEI GEMELLI;12;1-2-4-6;30028;04346449040-0434644402;0434644002;INFO@SALUMIFICIOMIO.COM;;bibione;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;;11/05/2018;3 Leoni;SAN MICHELE AL TAGLIAMENTO;3;48338
VENEZIA;;AFFITTACAMERE;;;LOCANDA DA PIERO;VIA CAVIN DI SALA;384;;30035;0414355801;;info@osteriaveneta.eu;www.osteriaveneta.eu;venezia;Vero;Falso;Falso;Vero;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;;21/03/2017;2 Leoni;MIRANO;3;49321
VENEZIA;;RESIDENCE;;;RIALTO PROJECT;SAN POLO;2357/2358;;30125;3483429567;;MARZIA.FAVARO@GMAIL.COM;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;07/03/2018;4 Leoni;VENEZIA;3;49385
VENEZIA;;APPARTAMENTO;;;PALAZZINA GRASSI;SAN MARCO;3244;;30124;0415284644;;info@palazzinag.com;;venezia;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;11/05/2016;4 Leoni;VENEZIA;3;49510
VENEZIA;LIDO DI JESOLO;APPARTAMENTO;;;RESIDENZA ROMEO;VIA HARLEM;6;PIANO TERRA - 1 - 2;30016;;;;;jesolo-eraclea;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;SPIAGGIA RISERVATA;25/12/2012;;JESOLO;3;49588
VENEZIA;;APPARTAMENTO;;;CIELOEMARE;VIA DON GUERRINO BERTOLIN;27;PIANO TERRA - PRIMO -SECONDO;30016;348.9490633;041.8020064;cieloemare@legalmail.it;www.cieloemare.eu;jesolo-eraclea;Falso;Vero;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;BARBECUE ATTREZZATO - DVD - PREDISPOSIZIONE SAT - BICICLETTE;14/06/2018;2 Leoni;JESOLO;3;49589
VENEZIA;;AFFITTACAMERE;;;AL BELVEDERE;VIA BELVEDERE;10;;30020;0421799021;0421799021;info@ristorantealbelvedere.it;www.ristorantealbelvedere.it;caorle;Vero;Falso;Falso;Vero;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Vero;Vero;Falso;;09/04/2018;3 Leoni;PRAMAGGIORE;3;50347
VENEZIA;;APPARTAMENTO;;;ABITATIVA TURISTICA VENEZIA;CANNAREGIO;539;PIANO TERRA E PRIMO;30121;336890737;0916738478;info@alberghieravenezia.it;www.alberghieravenezia.it;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;02/05/2017;2 Leoni;VENEZIA;3;50987
VENEZIA;;APPARTAMENTO;;;SOGGIORNO AURORA;VIA GUGLIELMO MARCONI;71;PIANO PRIMO, SECONDO E TERZO;30021;042181066;043221388;LUCATAVANO@TIN.IT;www.soggiornoaurora.it;caorle;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;;13/07/2017;2 Leoni;CAORLE;3;51362
VENEZIA;;RESIDENCE;;;RESIDENCE VENICE;VIA G. PASCOLI;2;;30020;0422703986;04221833248;info@residencevenice.it;www.residencevenice.it;venezia;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Vero;Falso;INTERNET WI-FI;14/06/2017;2 Leoni;QUARTO D'ALTINO;3;51424
VENEZIA;;APPARTAMENTO;;;RIOALTO;CANNAREGIO;5578;PIANO TERZO;30121;;;;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;25/12/2012;;VENEZIA;3;51470
VENEZIA;;APPARTAMENTO;;;APPARTAMENTO CORTE BRAGADIN;DORSODURO;586;PIANO TERRA;30123;3407908099;0415231779;ninadd@alice.it;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;;10/06/2016;3 Leoni;VENEZIA;3;51621
VENEZIA;;APPARTAMENTO;;;RESIDENZA MINERVA;VIA DANTE ALIGHIERI;72;PIANO PRIMO, SECONDO E TERZO;30016;;;;;jesolo-eraclea;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;14/09/2015;;JESOLO;3;51670
VENEZIA;;APPARTAMENTO;;;APPARTAMENTI E BUNGALOW ANGIOLIN LUCA;Via delle Batterie;168;3-5-6-7-12-13-14-15-16;30013;041966630  349-8820000 389-8091916;041 966630;luangiolin@virgilio.it;www.appartamentiluca.it;cavallino;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Vero;Vero;Vero;Falso;Falso;"- Noleggio biciclette; - Lavatrice costo  3,00; - Accettazione animali domestici costo  5,00";19/03/2018;2 Leoni;CAVALLINO TREPORTI;3;51674
VENEZIA;;APPARTAMENTO;;;CORALLO;CANNAREGIO;5313;PIANO TERRA;30121;0415207123;041 2778380;info@cadoroimmobiliare.it;www.welcomevenice.com;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Vero;Falso;;10/04/2017;2 Leoni;VENEZIA;3;51732
VENEZIA;MARGHERA;AFFITTACAMERE;;;ALLOGGI LAGUNA;VIA MORANZANI - MALCONTENTA;68/2;;30176;3357213160 - 041698097;041698097;gioli50@gmail.com;www.bballachiusa.it;venezia;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Vero;Falso;Vero;Falso;INTERNET;06/04/2017;2 Leoni;VENEZIA;3;52449
VENEZIA;;AFFITTACAMERE;;;LAGUNA BLU;San Martino Destro - Burano;379;;30142;041 730650 - 3405480433;;eddy@studiobattaglierin.it;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;;10/04/2018;2 Leoni;VENEZIA;3;52459
VENEZIA;;APPARTAMENTO;;;DOLCE VENEZIA;Cannaregio;1482 - 1484/A;;30100;3662782390;;amministrazione.m@gmail.com;;venezia;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;wi-fi;17/04/2018;3 Leoni;VENEZIA;3;52484
VENEZIA;SOTTOMARINA;APPARTAMENTO;;;MAISON BELLE VUE;VIALE ADIGE;21;PIANO SECONDO E TERZO;30015;3401077008;041401439;maisonbellevue@hotmail.com;;chioggia;Falso;Falso;Falso;Falso;Vero;Falso;Vero;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Vero;Falso;Falso;Falso;Falso;Falso;Falso;Falso;Falso;;02/08/2017;3 Leoni;CHIOGGIA;3;52494
